time_step,stress_t,stress_tdt,pl_strain_t,pl_strain_tdt,el_strain_t,el_strain_tdt,strain_t,strain_tdt,energy_tdt,dissipation_rate,group,strain_dynamic_tdt,stress_dynamic_tdt
14,-145.7743191,-93.70562198,-0.000790533,-0.000877656,-0.000609467,-0.000622344,-0.0014,-0.0015,0.042209338,0.010844167,0,0,0
15,-93.70562198,-118.5612011,-0.000877656,-0.000966478,-0.000622344,-0.000633522,-0.0015,-0.0016,0.043625639,0.011254101,0,0,0
16,-118.5612011,-157.820864,-0.000966478,-0.001056774,-0.000633522,-0.000643226,-0.0016,-0.0017,0.044874012,0.011616131,0,0,0
17,-157.820864,-128.4915767,-0.001056774,-0.00114835,-0.000643226,-0.00065165,-0.0017,-0.0018,0.045971913,0.011935058,0,0,0
18,-128.4915767,-114.3390996,-0.00114835,-0.001241036,-0.00065165,-0.000658964,-0.0018,-0.0019,0.046935845,0.012215422,0,0,0
19,-114.3390996,-159.5359018,-0.001241036,-0.001334687,-0.000658964,-0.000665313,-0.0019,-0.002,0.047780659,0.012461449,0,0,0
20,-159.5359018,-130.5519441,-0.001334687,-0.001429176,-0.000665313,-0.000670824,-0.002,-0.0021,0.048520042,0.012677016,0,0,0
21,-130.5519441,-153.1141109,-0.001429176,-0.001524391,-0.000670824,-0.000675609,-0.0021,-0.0022,0.0491666,0.012865652,0,0,0
22,-153.1141109,-134.9002662,-0.001524391,-0.001620237,-0.000675609,-0.000679763,-0.0022,-0.0023,0.049731347,0.01303054,0,0,0
23,-134.9002662,-130.2967373,-0.001620237,-0.001716631,-0.000679763,-0.000683369,-0.0023,-0.0024,0.050224192,0.013174533,0,0,0
24,-130.2967373,-146.6021685,-0.001716631,-0.001813501,-0.000683369,-0.000686499,-0.0024,-0.0025,0.050653941,0.013300177,0,0,0
25,-146.6021685,-153.0218731,-0.001813501,-0.001910783,-0.000686499,-0.000689217,-0.0025,-0.0026,0.051028599,0.013409734,0,0,0
26,-153.0218731,-157.8892843,-0.001910783,-0.002008424,-0.000689217,-0.000691576,-0.0026,-0.0027,0.051354885,0.013505208,0,0,0
27,-157.8892843,-110.8737015,-0.002008424,-0.002106376,-0.000691576,-0.000693624,-0.0027,-0.0028,0.051638994,0.013588365,0,0,0
28,-110.8737015,-146.2493613,-0.002106376,-0.002204598,-0.000693624,-0.000695402,-0.0028,-0.0029,0.051886279,0.013660762,0,0,0
29,-146.2493613,-134.5251552,-0.002204598,-0.002303054,-0.000695402,-0.000696946,-0.0029,-0.003,0.052101496,0.013723767,0,0,0
30,-134.5251552,-111.3874641,-0.002303054,-0.002401714,-0.000696946,-0.000698286,-0.003,-0.0031,0.052288636,0.013778581,0,0,0
31,-111.3874641,-121.249934,-0.002401714,-0.002500551,-0.000698286,-0.000699449,-0.0031,-0.0032,0.052451328,0.013826255,0,0,0
32,-121.249934,-140.4579293,-0.002500551,-0.002599541,-0.000699449,-0.000700459,-0.0032,-0.0033,0.052592821,0.013867708,0,0,0
33,-140.4579293,-128.5488247,-0.002599541,-0.002698664,-0.000700459,-0.000701336,-0.0033,-0.0034,0.052715835,0.013903745,0,0,0
34,-128.5488247,-116.0857311,-0.002698664,-0.002797903,-0.000701336,-0.000702097,-0.0034,-0.0035,0.052822694,0.013935067,0,0,0
35,-116.0857311,-174.0281288,-0.002797903,-0.002897243,-0.000702097,-0.000702757,-0.0035,-0.0036,0.052915458,0.013962287,0,0,0
36,-174.0281288,-142.6277604,-0.002897243,-0.002996669,-0.000702757,-0.000703331,-0.0036,-0.0037,0.052996201,0.013985939,0,0,0
37,-142.6277604,-147.8779897,-0.002996669,-0.003096171,-0.000703331,-0.000703829,-0.0037,-0.0038,0.053066302,0.014006488,0,0,0
38,-147.8779897,-144.1716503,-0.003096171,-0.003195739,-0.000703829,-0.000704261,-0.0038,-0.0039,0.05312715,0.01402434,0,0,0
39,-144.1716503,-139.2683503,-0.003195739,-0.003295363,-0.000704261,-0.000704637,-0.0039,-0.004,0.053180139,0.014039846,0,0,0
40,-139.2683503,-120.5355389,-0.003295363,-0.003381539,-0.000704637,-0.000518461,-0.004,-0.0039,0.033875152,0.008935757,0,0,0
41,-120.5355389,-71.50905105,-0.003381539,-0.003443163,-0.000518461,-0.000356837,-0.0039,-0.0038,0.022340466,0.004397918,0,0,0
42,-71.50905105,-47.60585739,-0.003443163,-0.003483472,-0.000356837,-0.000216528,-0.0038,-0.0037,0.016264306,0.001745615,0,0,0
43,-47.60585739,-17.4054013,-0.003483472,-0.003505278,-0.000216528,-9.47E-05,-0.0037,-0.0036,0.013956346,0.000413097,0,0,0
44,-17.4054013,2.555325895,-0.003505278,-0.00351102,-9.47E-05,1.10E-05,-0.0036,-0.0035,1.42E-02,-1.27E-05,0,0,0
45,2.555325895,21.29601921,-0.00351102,-0.003502818,1.10E-05,0.000102818,-0.0035,-0.0034,0.016077422,0.000168673,0,0,0
46,21.29601921,33.2567117,-0.003502818,-0.003482509,0.000102818,0.000182509,-0.0034,-0.0033,0.018986293,0.000741297,0,0,0
47,33.2567117,46.97986176,-0.003482509,-0.003451691,0.000182509,0.000251691,-0.0033,-0.0032,0.022468797,0.001551321,0,0,0
48,46.97986176,51.4889653,-0.003451691,-0.00341175,0.000251691,0.00031175,-0.0032,-0.0031,0.026213477,0.002490347,0,0,0
49,51.4889653,89.63779344,-0.00341175,-0.003363888,0.00031175,0.000363888,-0.0031,-0.003,0.030007959,0.003483265,0,0,0
50,89.63779344,92.27925762,-0.003363888,-0.003309151,0.000363888,0.000409151,-0.003,-0.0029,0.033711838,0.004479182,0,0,0
51,92.27925762,104.3184002,-0.003309151,-0.003248444,0.000409151,0.000448444,-0.0029,-0.0028,0.037235982,0.005444704,0,0,0
52,104.3184002,105.6660968,-0.003248444,-0.003182556,0.000448444,0.000482556,-0.0028,-0.0027,0.04052817,0.006358972,0,0,0
53,105.6660968,91.74019245,-0.003182556,-0.003112169,0.000482556,0.000512169,-0.0027,-0.0026,0.043561541,0.007210003,0,0,0
54,91.74019245,97.64666932,-0.003112169,-0.003037877,0.000512169,0.000537877,-0.0026,-0.0025,0.046327087,0.007992011,0,0,0
55,97.64666932,129.9208837,-0.003037877,-0.002960194,0.000537877,0.000560194,-0.0025,-0.0024,0.048827457,0.008703454,0,0,0
56,129.9208837,107.1608801,-0.002960194,-0.002879568,0.000560194,0.000579568,-0.0024,-0.0023,0.051073168,0.009345616,0,0,0
57,107.1608801,113.2269118,-0.002879568,-0.002796388,0.000579568,0.000596388,-0.0023,-0.0022,0.053079416,0.009921586,0,0,0
58,113.2269118,135.0397236,-0.002796388,-0.002710989,0.000596388,0.000610989,-0.0022,-0.0021,0.054863626,0.010435538,0,0,0
59,135.0397236,132.3526483,-0.002710989,-0.002623665,0.000610989,0.000623665,-0.0021,-0.002,0.056444741,0.010892217,0,0,0
60,132.3526483,87.81578545,-0.002623665,-0.002548167,0.000623665,0.000448167,-0.002,-0.0021,0.040714255,0.006767103,0,-0.003,-8.09718715
61,87.81578545,62.89326971,-0.002548167,-0.002495814,0.000448167,0.000295814,-0.0021,-0.0022,0.031700639,0.003097377,0,-0.003,-8.09718715
62,62.89326971,31.01168665,-0.002495814,-0.002463552,0.000295814,0.000163552,-0.0022,-0.0023,0.027374299,0.001055292,0,-0.003,-8.09718715
63,31.01168665,10.27971811,-0.002463552,-0.002448732,0.000163552,4.87E-05,-0.0023,-0.0024,0.026254896,0.000144438,0,-0.003,-8.09718715
64,10.27971811,-10.14904246,-0.002448732,-0.002449055,4.87E-05,-5.09E-05,-0.0024,-0.0025,0.027269722,3.29E-06,0,-0.003,-8.09718715
65,-10.14904246,-23.06042644,-0.002449055,-0.002462523,-5.09E-05,-0.000137477,-0.0025,-0.0026,0.029650198,0.0003703,0,-0.003,-8.09718715
66,-23.06042644,-48.42706089,-0.002462523,-0.002487402,-0.000137477,-0.000212598,-0.0026,-0.0027,0.032844316,0.001057856,0,-0.003,-8.09718715
67,-48.42706089,-54.05504006,-0.002487402,-0.002522188,-0.000212598,-0.000277812,-0.0027,-0.0028,0.036467765,0.00193279,0,-0.003,-8.09718715
68,-54.05504006,-57.31911686,-0.002522188,-0.002565574,-0.000277812,-0.000334426,-0.0028,-0.0029,0.040254406,0.00290189,0,-0.003,-8.09718715
69,-57.31911686,-74.48147406,-0.002565574,-0.002616426,-0.000334426,-0.000383574,-0.0029,-0.003,0.044024784,0.003901113,0,-0.003,-8.09718715
70,-74.48147406,-83.78483873,-0.002616426,-0.00267376,-0.000383574,-0.00042624,-0.003,-0.0031,0.047661979,0.00488758,0,-0.003,-8.09718715
71,-83.78483873,-82.35875421,-0.00267376,-0.00273672,-0.00042624,-0.00046328,-0.0031,-0.0032,0.051093957,0.005833651,0,-0.003,-8.09718715
72,-82.35875421,-93.76193701,-0.00273672,-0.002804565,-0.00046328,-0.000495435,-0.0032,-0.0033,0.0542801,0.006722556,0,-0.003,-8.09718715
73,-93.76193701,-119.9583052,-0.002804565,-0.00287665,-0.000495435,-0.00052335,-0.0033,-0.0034,0.057201961,0.00754518,0,-0.003,-8.09718715
74,-119.9583052,-102.822684,-0.00287665,-0.002952417,-0.00052335,-0.000547583,-0.0034,-0.0035,0.059855877,0.008297714,0,-0.003,-8.09718715
75,-102.822684,-130.5046043,-0.002952417,-0.00303138,-0.000547583,-0.00056862,-0.0035,-0.0036,0.06224829,0.008979941,0,-0.003,-8.09718715
76,-130.5046043,-144.6649141,-0.00303138,-0.003113117,-0.00056862,-0.000586883,-0.0036,-0.0037,0.06439194,0.009594005,0,-0.003,-8.09718715
77,-144.6649141,-111.5779165,-0.003113117,-0.003197262,-0.000586883,-0.000602738,-0.0037,-0.0038,0.066303223,0.010143523,0,-0.003,-8.09718715
78,-111.5779165,-123.5250316,-0.003197262,-0.003283498,-0.000602738,-0.000616502,-0.0038,-0.0039,0.068000329,0.010632958,0,-0.003,-8.09718715
79,-123.5250316,-152.1480489,-0.003283498,-0.003371549,-0.000616502,-0.000628451,-0.0039,-0.004,0.0695022,0.011067182,0,-0.003,-8.09718715
80,-152.1480489,-98.22171639,-0.003371549,-0.003447678,-0.000628451,-0.000452322,-0.004,-0.0039,0.053568802,0.006886935,0,-0.003,-0.4785903
81,-98.22171639,-56.49766316,-0.003447678,-0.00350058,-0.000452322,-0.00029942,-0.0039,-0.0038,0.044412406,0.003167955,0,-0.003,-0.4785903
82,-56.49766316,-31.37599542,-0.00350058,-0.003533317,-0.00029942,-0.000166683,-0.0038,-0.0037,0.039987404,0.001091352,0,-0.003,-0.4785903
83,-31.37599542,-10.09307457,-0.003533317,-0.003548549,-0.000166683,-5.15E-05,-0.0037,-0.0036,0.038802156,0.000156743,0,-0.003,-0.4785903
84,-10.09307457,11.04240442,-0.003548549,-0.003548585,-5.15E-05,4.86E-05,-0.0036,-0.0035,0.039774833,-3.49E-07,0,-0.003,-0.4785903
85,11.04240442,24.03210932,-0.003548585,-0.003535429,4.86E-05,0.000135429,-0.0035,-0.0034,0.042126663,0.000356353,0,-0.003,-0.4785903
86,24.03210932,38.95339729,-0.003535429,-0.00351082,0.000135429,0.00021082,-0.0034,-0.0033,0.045305446,0.001037616,0,-0.003,-0.4785903
87,38.95339729,47.11989101,-0.00351082,-0.003476268,0.00021082,0.000276268,-0.0033,-0.0032,0.048921688,0.00190909,0,-0.003,-0.4785903
88,47.11989101,80.73600633,-0.003476268,-0.003433086,0.000276268,0.000333086,-0.0032,-0.0031,0.052706742,0.002876697,0,-0.003,-0.4785903
89,80.73600633,81.37650496,-0.003433086,-0.00338241,0.000333086,0.00038241,-0.0031,-0.003,0.056479145,0.003875761,0,-0.003,-0.4785903
90,81.37650496,81.71113091,-0.00338241,-0.00332523,0.00038241,0.00042523,-0.003,-0.0029,0.060120817,0.004862948,0,-0.003,-0.4785903
91,81.71113091,107.5579339,-0.00332523,-0.003262403,0.00042523,0.000462403,-0.0029,-0.0028,0.0635586,0.00581029,0,-0.003,-0.4785903
92,107.5579339,90.80458022,-0.003262403,-0.003194674,0.000462403,0.000494674,-0.0028,-0.0027,0.066751324,0.006700786,0,-0.003,-0.4785903
93,90.80458022,106.1161193,-0.003194674,-0.003122689,0.000494674,0.000522689,-0.0027,-0.0026,0.069679949,0.007525158,0,-0.003,-0.4785903
94,106.1161193,124.358695,-0.003122689,-0.003047009,0.000522689,0.000547009,-0.0026,-0.0025,0.072340602,0.008279486,0,-0.003,-0.4785903
95,124.358695,115.6955008,-0.003047009,-0.002968122,0.000547009,0.000568122,-0.0025,-0.0024,0.074739555,0.008963479,0,-0.003,-0.4785903
96,115.6955008,120.1710953,-0.002968122,-0.002886451,0.000568122,0.000586451,-0.0024,-0.0023,0.076889367,0.009579234,0,-0.003,-0.4785903
97,120.1710953,115.8511931,-0.002886451,-0.002802363,0.000586451,0.000602363,-0.0023,-0.0022,0.078806327,0.010130337,0,-0.003,-0.4785903
98,115.8511931,119.9867567,-0.002802363,-0.002716176,0.000602363,0.000616176,-0.0022,-0.0021,0.080508574,0.010621238,0,-0.003,-0.4785903
99,119.9867567,116.0203058,-0.002716176,-0.002628168,0.000616176,0.000628168,-0.0021,-0.002,0.082015172,0.011056802,0,-0.003,-0.4785903
100,116.0203058,144.2871461,-0.002628168,-0.002538578,0.000628168,0.000638578,-0.002,-0.0019,0.083344691,0.011442011,0,-0.003,-0.4785903
101,144.2871461,136.9301872,-0.002538578,-0.002447615,0.000638578,0.000647615,-0.0019,-0.0018,0.084515191,0.011781759,0,-0.003,-0.4785903
102,136.9301872,122.8523155,-0.002447615,-0.002355461,0.000647615,0.000655461,-0.0018,-0.0017,0.08554374,0.012080727,0,-0.003,-0.4785903
103,122.8523155,167.4638868,-0.002355461,-0.002262272,0.000655461,0.000662272,-0.0017,-0.0016,0.086445886,0.012343301,0,-0.003,-0.4785903
104,167.4638868,139.2693732,-0.002262272,-0.002168184,0.000662272,0.000668184,-0.0016,-0.0015,0.087235948,0.012573533,0,-0.003,-0.4785903
105,139.2693732,129.4517379,-0.002168184,-0.002073317,0.000668184,0.000673317,-0.0015,-0.0014,0.087927175,0.012775125,0,-0.003,-0.4785903
106,129.4517379,140.4488634,-0.002073317,-0.001977773,0.000673317,0.000677773,-0.0014,-0.0013,0.088531207,0.012951431,0,-0.003,-0.4785903
107,140.4488634,139.8584816,-0.001977773,-0.001881642,0.000677773,0.000681642,-0.0013,-0.0012,0.089058661,0.013105464,0,-0.003,-0.4785903
108,139.8584816,152.9190677,-0.001881642,-0.001785,0.000681642,0.000685,-0.0012,-0.0011,0.089518707,0.013239921,0,-0.003,-0.4785903
109,152.9190677,108.1208852,-0.001785,-0.001687915,0.000685,0.000687915,-0.0011,-0.001,0.089919762,0.013357202,0,-0.003,-0.4785903
110,108.1208852,149.97636,-0.001687915,-0.001590446,0.000687915,0.000690446,-0.001,-0.0009,0.090269266,0.013459435,0,-0.003,-0.4785903
111,149.97636,127.9678509,-0.001590446,-0.001492643,0.000690446,0.000692643,-0.0009,-0.0008,0.090573613,0.013548502,0,-0.003,-0.4785903
112,127.9678509,119.7275483,-0.001492643,-0.001394551,0.000692643,0.000694551,-0.0008,-0.0007,0.090838654,0.013626061,0,-0.003,-0.4785903
113,119.7275483,126.7191118,-0.001394551,-0.001296207,0.000694551,0.000696207,-0.0007,-0.0006,0.091069237,0.013693571,0,-0.003,-0.4785903
114,126.7191118,125.7904145,-0.001296207,-0.001197644,0.000696207,0.000697644,-0.0006,-0.0005,0.09126974,0.013752313,0,-0.003,-0.4785903
115,125.7904145,133.0268488,-0.001197644,-0.001098892,0.000697644,0.000698892,-0.0005,-0.0004,0.091444184,0.01380341,0,-0.003,-0.4785903
116,133.0268488,139.1495262,-0.001098892,-0.000999975,0.000698892,0.000699975,-0.0004,-0.0003,0.091595798,0.013847845,0,-0.003,-0.4785903
117,139.1495262,138.7311526,-0.000999975,-0.000900916,0.000699975,0.000700916,-0.0003,-0.0002,0.091727711,0.013886478,0,-0.003,-0.4785903
118,138.7311526,155.9617145,-0.000900916,-0.000801732,0.000700916,0.000701732,-0.0002,-0.0001,0.091842233,0.01392006,0,-0.003,-0.4785903
119,155.9617145,147.0120147,-0.000801732,-0.000702441,0.000701732,0.000702441,-0.0001,-2.44E-19,0.09194184,0.013949246,0,-0.003,-0.4785903
120,147.0120147,146.2733098,-0.000702441,-0.000603056,0.000702441,0.000703056,-2.44E-19,0.0001,0.092028316,0.013974608,0,-0.003,-0.4785903
121,146.2733098,155.9414379,-0.000603056,-0.00050359,0.000703056,0.00070359,0.0001,0.0002,0.092103459,0.013996644,0,-0.003,-0.4785903
122,155.9414379,123.3506296,-0.00050359,-0.000404054,0.00070359,0.000704054,0.0002,0.0003,0.092168795,0.014015788,0,-0.003,-0.4785903
123,123.3506296,160.3589548,-0.000404054,-0.000304457,0.000704054,0.000704457,0.0003,0.0004,0.092225574,0.014032418,0,-0.003,-0.4785903
124,160.3589548,151.7689494,-0.000304457,-0.000204806,0.000704457,0.000704806,0.0004,0.0005,0.09227477,0.014046863,0,-0.003,-0.4785903
125,151.7689494,133.3962018,-0.000204806,-0.00010511,0.000704806,0.00070511,0.0005,0.0006,0.092317641,0.014059408,0,-0.003,-0.4785903
126,133.3962018,146.3512908,-0.00010511,-5.37E-06,0.00070511,0.00070537,0.0006,0.0007,0.092354743,0.014070304,0,-0.003,-0.4785903
127,146.3512908,122.0845391,-5.37E-06,9.44E-05,0.00070537,0.0007056,0.0007,0.0008,0.09238706,0.014079767,0,-0.003,-0.4785903
128,122.0845391,133.0386448,9.44E-05,0.0001942,0.0007056,0.0007058,0.0008,0.0009,0.092415009,0.014087984,0,-0.003,-0.4785903
129,133.0386448,153.1673498,0.0001942,0.000294028,0.0007058,0.000705972,0.0009,0.001,0.092439295,0.014095119,0,-0.003,-0.4785903
130,153.1673498,162.9561492,0.000294028,0.000393878,0.000705972,0.000706122,0.001,0.0011,0.092460479,0.014101315,0,-0.003,-0.4785903
131,162.9561492,118.8290192,0.000393878,0.000493748,0.000706122,0.000706252,0.0011,0.0012,0.092478841,0.014106695,0,-0.003,-0.4785903
132,118.8290192,135.6816385,0.000493748,0.000593635,0.000706252,0.000706365,0.0012,0.0013,0.092494805,0.014111366,0,-0.003,-0.4785903
133,135.6816385,133.4184227,0.000593635,0.000693537,0.000706365,0.000706463,0.0013,0.0014,0.092508652,0.014115422,0,-0.003,-0.4785903
134,133.4184227,139.9983205,0.000693537,0.000793453,0.000706463,0.000706547,0.0014,0.0015,0.092520522,0.014118944,0,-0.003,-0.4785903
135,139.9983205,126.7529723,0.000793453,0.000893379,0.000706547,0.000706621,0.0015,0.0016,0.09253098,0.014122001,0,-0.003,-0.4785903
136,126.7529723,128.8102639,0.000893379,0.000993315,0.000706621,0.000706685,0.0016,0.0017,0.092540025,0.014124655,0,-0.003,-0.4785903
137,128.8102639,140.7610704,0.000993315,0.001093259,0.000706685,0.000706741,0.0017,0.0018,0.092547941,0.01412696,0,-0.003,-0.4785903
138,140.7610704,164.0807735,0.001093259,0.001193211,0.000706741,0.000706789,0.0018,0.0019,0.092554726,0.014128961,0,-0.003,-0.4785903
139,164.0807735,126.3671914,0.001193211,0.001293169,0.000706789,0.000706831,0.0019,0.002,0.092560663,0.014130698,0,-0.003,-0.4785903
140,126.3671914,144.015566,0.001293169,0.001393133,0.000706831,0.000706867,0.002,0.0021,0.092565753,0.014132206,0,-0.003,-0.4785903
141,144.015566,145.3160811,0.001393133,0.001493101,0.000706867,0.000706899,0.0021,0.0022,0.092570277,0.014133515,0,-0.003,-0.4785903
142,145.3160811,126.081138,0.001493101,0.001593074,0.000706899,0.000706926,0.0022,0.0023,0.092574094,0.014134652,0,-0.003,-0.4785903
143,126.081138,145.649594,0.001593074,0.00169305,0.000706926,0.00070695,0.0023,0.0024,0.092577488,0.014135639,0,-0.003,-0.4785903
144,145.649594,153.3880025,0.00169305,0.001793029,0.00070695,0.000706971,0.0024,0.0025,0.092580457,0.014136495,0,-0.003,-0.4785903
145,153.3880025,167.2640137,0.001793029,0.001893011,0.000706971,0.000706989,0.0025,0.0026,0.092583002,0.014137239,0,-0.003,-0.4785903
146,167.2640137,117.1740991,0.001893011,0.001992996,0.000706989,0.000707004,0.0026,0.0027,0.092585123,0.014137885,0,-0.003,-0.4785903
147,117.1740991,136.411676,0.001992996,0.002092982,0.000707004,0.000707018,0.0027,0.0028,0.092587103,0.014138445,0,-0.003,-0.4785903
148,136.411676,168.2011458,0.002092982,0.00219297,0.000707018,0.00070703,0.0028,0.0029,0.0925888,0.014138932,0,-0.003,-0.4785903
149,168.2011458,154.715296,0.00219297,0.00229296,0.00070703,0.00070704,0.0029,0.003,0.092590214,0.014139355,0,-0.003,-0.4785903
150,154.715296,138.8906541,0.00229296,0.002392951,0.00070704,0.000707049,0.003,0.0031,0.092591486,0.014139721,0,-0.003,-0.4785903
151,138.8906541,142.504913,0.002392951,0.002492944,0.000707049,0.000707056,0.0031,0.0032,0.092592476,0.01414004,0,-0.003,-0.4785903
152,142.504913,152.0872906,0.002492944,0.002592937,0.000707056,0.000707063,0.0032,0.0033,0.092593466,0.014140316,0,-0.003,-0.4785903
153,152.0872906,160.1270797,0.002592937,0.002692931,0.000707063,0.000707069,0.0033,0.0034,0.092594315,0.014140556,0,-0.003,-0.4785903
154,160.1270797,157.9819142,0.002692931,0.002792926,0.000707069,0.000707074,0.0034,0.0035,0.092595022,0.014140764,0,-0.003,-0.4785903
155,157.9819142,167.9993009,0.002792926,0.002892922,0.000707074,0.000707078,0.0035,0.0036,0.092595587,0.014140945,0,-0.003,-0.4785903
156,167.9993009,157.1545013,0.002892922,0.002992918,0.000707078,0.000707082,0.0036,0.0037,0.092596153,0.014141102,0,-0.003,-0.4785903
157,157.1545013,158.040851,0.002992918,0.003092915,0.000707082,0.000707085,0.0037,0.0038,0.092596577,0.014141238,0,-0.003,-0.4785903
158,158.040851,142.0815016,0.003092915,0.003192912,0.000707085,0.000707088,0.0038,0.0039,0.092597001,0.014141357,0,-0.003,-0.4785903
159,142.0815016,148.7445249,0.003192912,0.00329291,0.000707088,0.00070709,0.0039,0.004,0.092597284,0.014141459,0,-0.003,-0.4785903
160,148.7445249,114.6888845,0.00329291,0.003379409,0.00070709,0.000520591,0.004,0.0039,0.073179343,0.009006169,0,0,7.86399385
161,114.6888845,84.05290116,0.003379409,0.003441314,0.000520591,0.000358686,0.0039,0.0038,0.061564717,0.004440865,0,0,7.86399385
162,84.05290116,42.93300243,0.003441314,0.003481867,0.000358686,0.000218133,0.0038,0.0037,0.055432858,0.001769198,0,0,7.86399385
163,42.93300243,19.53953338,0.003481867,0.003503884,0.000218133,9.61E-05,0.0037,0.0036,0.053086998,0.000423246,0,0,7.86399385
164,19.53953338,-1.575417489,0.003503884,0.00350981,9.61E-05,-9.81E-06,0.0036,0.0035,5.33E-02,-1.16E-05,0,0,7.86399385
165,-1.575417489,-18.99033335,0.00350981,0.003501767,-9.81E-06,-0.000101767,0.0035,0.0034,0.055166447,0.000163702,0,0,7.86399385
166,-18.99033335,-34.95512273,0.003501767,0.003481598,-0.000101767,-0.000181598,0.0034,0.0033,0.058065869,0.000732562,0,0,7.86399385
167,-34.95512273,-47.95586525,0.003481598,0.0034509,-0.000181598,-0.0002509,0.0033,0.0032,0.061543441,0.001540407,0,0,7.86399385
168,-47.95586525,-62.05877631,0.0034509,0.003411063,-0.0002509,-0.000311063,0.0032,0.0031,0.065286336,0.002478362,0,0,7.86399385
169,-62.05877631,-79.2821826,0.003411063,0.003363292,-0.000311063,-0.000363292,0.0031,0.003,0.069081209,0.003470969,0,0,7.86399385
170,-79.2821826,-84.33011801,0.003363292,0.003308633,-0.000363292,-0.000408633,0.003,0.0029,0.072786774,0.004467082,0,0,7.86399385
171,-84.33011801,-80.91802409,0.003308633,0.003247995,-0.000408633,-0.000447995,0.0029,0.0028,0.076313567,0.005433126,0,0,7.86399385
172,-80.91802409,-94.98547586,0.003247995,0.003182165,-0.000447995,-0.000482165,0.0028,0.0027,0.079608685,0.006348111,0,0,7.86399385
173,-94.98547586,-107.3500732,0.003182165,0.00311183,-0.000482165,-0.00051183,0.0027,0.0026,0.082645372,0.007199964,0,0,7.86399385
174,-107.3500732,-113.8572684,0.00311183,0.003037582,-0.00051183,-0.000537582,0.0026,0.0025,0.085414136,0.007982836,0,0,7.86399385
175,-113.8572684,-122.7409706,0.003037582,0.002959939,-0.000537582,-0.000559939,0.0025,0.0024,0.087917846,0.008695142,0,0,7.86399385
176,-122.7409706,-108.4897631,0.002959939,0.002879347,-0.000559939,-0.000579347,0.0024,0.0023,0.090166638,0.009338139,0,0,7.86399385
177,-108.4897631,-122.5723318,0.002879347,0.002796195,-0.000579347,-0.000596195,0.0023,0.0022,0.092175578,0.009914898,0,0,7.86399385
178,-122.5723318,-123.9823578,0.002796195,0.002710822,-0.000596195,-0.000610822,0.0022,0.0021,0.093962476,0.010429584,0,0,7.86399385
179,-123.9823578,-115.7854373,0.002710822,0.00262352,-0.000610822,-0.00062352,0.0021,0.002,0.095545966,0.010886936,0,0,7.86399385
180,-115.7854373,-108.3701204,0.00262352,0.002534543,-0.00062352,-0.000634543,0.002,0.0019,0.096944879,0.011291919,0,0,7.86399385
181,-108.3701204,-120.8780711,0.002534543,0.002444112,-0.000634543,-0.000644112,0.0019,0.0018,0.098177581,0.01164948,0,0,7.86399385
182,-120.8780711,-123.8214429,0.002444112,0.00235242,-0.000644112,-0.00065242,0.0018,0.0017,0.099261642,0.0119644,0,0,7.86399385
